OBJECTID,SITE_NAME_radius,X_radius,Y_radius,EXTENT_EASTING_1_radius,EXTENT_NORTHING_1_radius,EXTENT_EASTING_2_radius,EXTENT_NORTHING_2_radius,LATIN_NAME_radius,COMMON_NAME_radius,FULL_COMMON_NAME_radius,TREE_SPECIES_radius,CROWN_WIDTH_radius,CROWN_HEIGHT_radius,DBH_radius,PLANTING_SEASON_radius,CROWN_AREA_MIDPOINT,SENSOR_ID,ASSET_ID,SITE_NAME_full,PLOT_NO,FEATURE_ID,LOCATION,TYPE,PRIM_MEAS,UNIT,SITE_CODE,FEAT_GP,X_full,Y_full,DEAD,CLASSIFICATION,EXTENT_EASTING_1_full,EXTENT_NORTHING_1_full,EXTENT_EASTING_2_full,EXTENT_NORTHING_2_full,LAYERS,LATIN_CODE,LATIN_NAME_full,FEATURE_TYPE_NAME,COMMON_NAME_full,FULL_COMMON_NAME_full,CROWN_HEIGHT_full,CROWN_WIDTH_full,CROWN_AREA,DBH_full,LOCATION_RISK_ZONE,EPICORMIC,INSURANCE_CLAIM_HISTORY,CENTRAL_ASSET_ID,CONTRACT_AREA_NAME,CUSTOMER,DEAD_FLAG,FEATURE_GROUP,FEATURE_GROUP_CODE,FEATURETYPECODE,NOTES,REVISION_NO,TREE_SPECIES_full,TREE_MODIFIED_RISK,CANOPY_SIZE_AT_MATURITY,SPONSORSHIP,SPONSORSHIP_PACKAGE,PLANTING_SEASON_full,PLANTING_FUNDER,PLANTING_NOTES,SPECIES_NOTES,TREE_TYPE,JOBS_REQUIRED,SERVICES_VISIBILITY,CONSTRAINTS,CANCELLATION_REASON,NOTES_FOR_STATUS,CANCELLATION_NOTES,created_user,created_date,last_edited_user,last_edited_date,DBH_clean,CROWN_HEIGHT_clean,tree_group,CROWN_HEIGHT_interpolated,height_imputed_flag,height_model_source,height_model_group
26656120,St Matthias Park Green Space,359629.95,173314.52,359629.95,173314.52,359629.95,173314.52,Prunus - Species Unknown,Cherry,Unidentified cherry,Prunus - Species Unknown,7.0,5.0,0.17,Not Applicable,60.05,500,PK00067480,St Matthias Park Green Space,200034.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359629.95,173314.52,N,RY45,359629.95,173314.52,359629.95,173314.52,,PRZZ,Prunus - Species Unknown,,Cherry,Unidentified cherry,5 Metres,7 Metres,20.1 - 100 M2 (New),17 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067480,,,N,,TR,,,,Prunus - Species Unknown,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,17.0,5.0,deciduous,5.0,0.0,observed,observed
26656121,St Matthias Park Green Space,359614.61,173325.53,359614.61,173325.53,359614.61,173325.53,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,5.0,4.0,0.09,Not Applicable,10.0,500,PK00067481,St Matthias Park Green Space,200035.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359614.61,173325.53,N,RY45,359614.61,173325.53,359614.61,173325.53,,CRMO,Crataegus monogyna,,Hawthorn,Common hawthorn,4 Metres,5 Metres,Up to 20 M2 (New),9 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067481,,,N,,TR,,,,Crataegus monogyna,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,9.0,4.0,deciduous,4.0,0.0,observed,observed
26656122,St Matthias Park Green Space,359580.31,173317.36,359580.31,173317.36,359580.31,173317.36,Prunus avium,Cherry,Wild cherry,Prunus avium,12.0,13.0,0.48,Not Applicable,150.05,500,PK00067493,St Matthias Park Green Space,200047.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359580.31,173317.36,N,RY45,359580.31,173317.36,359580.31,173317.36,,PRAV,Prunus avium,,Cherry,Wild cherry,13 Metres,12 Metres,100.1 - 200 M2 (New),48 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067493,,,N,,TR,,,,Prunus avium,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,48.0,13.0,deciduous,13.0,0.0,observed,observed
26656123,St Matthias Flats,359546.06,173319.85,359546.06,173319.85,359546.06,173319.85,Prunus padus,Cherry,Bird cherry,Prunus padus,6.0,5.0,0.15,Not Applicable,60.05,500,PK00143634,St Matthias Flats,200005.0,,,PK: Tree - Housing,1,Number,STMAFL,TR,359546.06,173319.85,N,RY45,359546.06,173319.85,359546.06,173319.85,,PRPA,Prunus padus,,Cherry,Bird cherry,5 Metres,6 Metres,20.1 - 100 M2 (New),15 Centimetres,Risk Zone C (4),,No Code Allocated,PK00143634,,,N,,TR,,,,Prunus padus,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,15.0,5.0,deciduous,5.0,0.0,observed,observed
26656124,St Matthias Park Green Space,359592.04,173293.89,359592.04,173293.89,359592.04,173293.89,Ilex aquifolium,Holly,Common holly,Ilex aquifolium,8.0,9.0,,Not Applicable,60.05,500,PK00067503,St Matthias Park Green Space,200057.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359592.04,173293.89,N,RY45,359592.04,173293.89,359592.04,173293.89,,ILAQ,Ilex aquifolium,,Holly,Common holly,9 Metres,8 Metres,20.1 - 100 M2 (New),No Code Allocated,Risk Zone C (4),,No Code Allocated,PK00067503,,,N,,TR,,,,Ilex aquifolium,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,9.0,evergreen,9.0,0.0,observed,observed
26656125,St Matthias Park Green Space,359593.21,173298.33,359593.21,173298.33,359593.21,173298.33,Tilia x europea,Lime,European lime,Tilia x europea,13.0,14.0,0.4,Not Applicable,150.05,500,PK00067504,St Matthias Park Green Space,200058.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359593.21,173298.33,N,RY45,359593.21,173298.33,359593.21,173298.33,,TIXE,Tilia x europea,,Lime,European lime,14 Metres,13 Metres,100.1 - 200 M2 (New),40 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067504,,,N,,TR,,,,Tilia x europea,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,40.0,14.0,deciduous,14.0,0.0,observed,observed
26656126,St Matthias Park Green Space,359599.66,173286.82,359599.66,173286.82,359599.66,173286.82,Cupressus - Species Unknown,Cypress,Cypress species,Cupressus - Species Unknown,2.0,5.0,0.14,Not Applicable,,500,PK00500655,St Matthias Park Green Space,200060.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359599.66,173286.82,N,RY03,359599.66,173286.82,359599.66,173286.82,,CUZZ,Cupressus - Species Unknown,,Cypress,Cypress species,5 Metres,2 Metres,,14 Centimetres,Risk Zone C (4),,No Code Allocated,PK00500655,,,N,,TR,,,,Cupressus - Species Unknown,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,14.0,5.0,evergreen,5.0,0.0,observed,observed
26656127,St Matthias Park Green Space,359578.56,173328.44,359578.56,173328.44,359578.56,173328.44,Ilex aquifolium Aureomarginata,Witch Hazel,Common holly cultivar,Ilex aquifolium Aureomarginata,10.0,9.0,0.3,Not Applicable,60.05,500,PK00067490,St Matthias Park Green Space,200044.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359578.56,173328.44,N,RY45,359578.56,173328.44,359578.56,173328.44,,ILA5,Ilex aquifolium Aureomarginata,,Witch Hazel,Common holly cultivar,9 Metres,10 Metres,20.1 - 100 M2 (New),30 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067490,,,N,,TR,,,,Ilex aquifolium Aureomarginata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,9.0,deciduous,9.0,0.0,observed,observed
26656128,St Matthias Park Green Space,359591.34,173328.88,359591.34,173328.88,359591.34,173328.88,Tilia x europea,Lime,European lime,Tilia x europea,14.0,13.0,0.41,Not Applicable,150.05,500,PK00067476,St Matthias Park Green Space,200030.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359591.34,173328.88,N,RY45,359591.34,173328.88,359591.34,173328.88,,TIXE,Tilia x europea,,Lime,European lime,13 Metres,14 Metres,100.1 - 200 M2 (New),41 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067476,,,N,,TR,,,,Tilia x europea,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,41.0,13.0,deciduous,13.0,0.0,observed,observed
26656129,St Matthias Park Green Space,359628.72,173310.13,359628.72,173310.13,359628.72,173310.13,Taxus baccata,Yew,Yew,Taxus baccata,11.0,7.0,0.3,Not Applicable,60.05,500,PK00067479,St Matthias Park Green Space,200033.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359628.72,173310.13,N,RY45,359628.72,173310.13,359628.72,173310.13,,TABA,Taxus baccata,,Yew,Yew,7 Metres,11 Metres,20.1 - 100 M2 (New),30 Centimetres,Risk Zone B (3),,No Code Allocated,PK00067479,,,N,,TR,,,,Taxus baccata,Risk Zone B (3),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,7.0,evergreen,7.0,0.0,observed,observed
26656130,St Matthias Park Green Space,359581.23,173310.84,359581.23,173310.84,359581.23,173310.84,Chamaecyparis lawsoniana,Cypress,Lawson's cypress,Chamaecyparis lawsoniana,10.0,16.0,0.4,Not Applicable,60.05,500,PK00067495,St Matthias Park Green Space,200049.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359581.23,173310.84,N,RY45,359581.23,173310.84,359581.23,173310.84,,CHLA,Chamaecyparis lawsoniana,,Cypress,Lawson's cypress,16 Metres,10 Metres,20.1 - 100 M2 (New),40 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067495,,,N,,TR,,,,Chamaecyparis lawsoniana,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,40.0,16.0,evergreen,16.0,0.0,observed,observed
26656131,St Matthias Park Green Space,359583.31,173305.1,359583.31,173305.1,359583.31,173305.1,Taxus baccata,Yew,Yew,Taxus baccata,11.0,10.0,0.48,Not Applicable,150.05,500,PK00067497,St Matthias Park Green Space,200051.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359583.31,173305.1,N,RY45,359583.31,173305.1,359583.31,173305.1,,TABA,Taxus baccata,,Yew,Yew,10 Metres,11 Metres,100.1 - 200 M2 (New),48 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067497,,,N,,TR,,,,Taxus baccata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,48.0,10.0,evergreen,10.0,0.0,observed,observed
26656132,St Matthias Park Green Space,359584.75,173301.59,359584.75,173301.59,359584.75,173301.59,Taxus baccata,Yew,Yew,Taxus baccata,11.0,12.0,0.45,Not Applicable,150.05,500,PK00067498,St Matthias Park Green Space,200052.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359584.75,173301.59,N,RY45,359584.75,173301.59,359584.75,173301.59,,TABA,Taxus baccata,,Yew,Yew,12 Metres,11 Metres,100.1 - 200 M2 (New),45 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067498,,,N,,TR,,,,Taxus baccata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,45.0,12.0,evergreen,12.0,0.0,observed,observed
26656133,St Matthias Park Green Space,359587.61,173298.98,359587.61,173298.98,359587.61,173298.98,Taxus baccata,Yew,Yew,Taxus baccata,9.0,12.0,0.5,Not Applicable,150.05,500,PK00067499,St Matthias Park Green Space,200053.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359587.61,173298.98,N,RY45,359587.61,173298.98,359587.61,173298.98,,TABA,Taxus baccata,,Yew,Yew,12 Metres,9 Metres,100.1 - 200 M2 (New),50 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067499,,,N,,TR,,,,Taxus baccata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,50.0,12.0,evergreen,12.0,0.0,observed,observed
26656134,St Matthias Park Green Space,359588.39,173293.11,359588.39,173293.11,359588.39,173293.11,Ilex aquifolium,Holly,Common holly,Ilex aquifolium,8.0,9.0,,Not Applicable,60.05,500,PK00067502,St Matthias Park Green Space,200056.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359588.39,173293.11,N,RY45,359588.39,173293.11,359588.39,173293.11,,ILAQ,Ilex aquifolium,,Holly,Common holly,9 Metres,8 Metres,20.1 - 100 M2 (New),No Code Allocated,Risk Zone C (4),,No Code Allocated,PK00067502,,,N,,TR,,,,Ilex aquifolium,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,,9.0,evergreen,9.0,0.0,observed,observed
26656135,St Matthias Park Green Space,359628.73,173264.67,359628.73,173264.67,359628.73,173264.67,Platanus x acerifolia,Plane,London plane,Platanus x acerifolia,26.0,22.0,1.5,Not Applicable,528.55,500,PK00067447,St Matthias Park Green Space,200001.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359628.73,173264.67,N,RY45,359628.73,173264.67,359628.73,173264.67,,PLAC,Platanus x acerifolia,,Plane,London plane,22 Metres,26 Metres,350.1 Plus M2 (New),150 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067447,,,N,,TR,,,,Platanus x acerifolia,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,150.0,22.0,deciduous,22.0,0.0,observed,observed
26656136,St Matthias Park Green Space,359620.86,173262.48,359620.86,173262.48,359620.86,173262.48,Tilia x europea,Lime,European lime,Tilia x europea,26.0,23.0,0.95,Not Applicable,528.55,500,PK00067448,St Matthias Park Green Space,200002.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359620.86,173262.48,N,RY45,359620.86,173262.48,359620.86,173262.48,,TIXE,Tilia x europea,,Lime,European lime,23 Metres,26 Metres,350.1 Plus M2 (New),95 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067448,,,N,,TR,,,,Tilia x europea,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,95.0,23.0,deciduous,23.0,0.0,observed,observed
26656137,St Matthias Park Green Space,359617.8,173260.97,359617.8,173260.97,359617.8,173260.97,Ilex aquifolium,Holly,Common holly,Ilex aquifolium,8.0,8.0,0.2,Not Applicable,60.05,500,PK00067449,St Matthias Park Green Space,200003.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359617.8,173260.97,N,RY45,359617.8,173260.97,359617.8,173260.97,,ILAQ,Ilex aquifolium,,Holly,Common holly,8 Metres,8 Metres,20.1 - 100 M2 (New),20 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067449,,,N,,TR,,,,Ilex aquifolium,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,20.0,8.0,evergreen,8.0,0.0,observed,observed
26656138,St Matthias Park Green Space,359617.08,173261.92,359617.08,173261.92,359617.08,173261.92,Ilex aquifolium,Holly,Common holly,Ilex aquifolium,8.0,8.0,0.25,Not Applicable,60.05,500,PK00067450,St Matthias Park Green Space,200004.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359617.08,173261.92,N,RY45,359617.08,173261.92,359617.08,173261.92,,ILAQ,Ilex aquifolium,,Holly,Common holly,8 Metres,8 Metres,20.1 - 100 M2 (New),25 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067450,,,N,,TR,,,,Ilex aquifolium,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,25.0,8.0,evergreen,8.0,0.0,observed,observed
26656139,St Matthias Park Green Space,359607.38,173258.79,359607.38,173258.79,359607.38,173258.79,Sorbus aria,Whitebeam,Whitebeam,Sorbus aria,7.0,10.0,0.24,Not Applicable,60.05,500,PK00067451,St Matthias Park Green Space,200005.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359607.38,173258.79,N,RY45,359607.38,173258.79,359607.38,173258.79,,SOAR,Sorbus aria,,Whitebeam,Whitebeam,10 Metres,7 Metres,20.1 - 100 M2 (New),24 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067451,,,N,,TR,,,,Sorbus aria,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,24.0,10.0,deciduous,10.0,0.0,observed,observed
26656140,St Matthias Park Green Space,359618.5,173281.18,359618.5,173281.18,359618.5,173281.18,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,10.0,11.0,0.29,Not Applicable,60.05,500,PK00067454,St Matthias Park Green Space,200008.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359618.5,173281.18,N,RY45,359618.5,173281.18,359618.5,173281.18,,PYCH,Pyrus calleryana Chanticleer,,Pear,Chanticleer pear,11 Metres,10 Metres,20.1 - 100 M2 (New),29 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067454,,,N,,TR,,,,Pyrus calleryana Chanticleer,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,29.0,11.0,deciduous,11.0,0.0,observed,observed
26656141,St Matthias Park Green Space,359624.1,173280.31,359624.1,173280.31,359624.1,173280.31,Pyrus calleryana Chanticleer,Pear,Chanticleer pear,Pyrus calleryana Chanticleer,10.0,11.0,0.3,Not Applicable,60.05,500,PK00067455,St Matthias Park Green Space,200009.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359624.1,173280.31,N,RY45,359624.1,173280.31,359624.1,173280.31,,PYCH,Pyrus calleryana Chanticleer,,Pear,Chanticleer pear,11 Metres,10 Metres,20.1 - 100 M2 (New),30 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067455,,,N,,TR,,,,Pyrus calleryana Chanticleer,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,30.0,11.0,deciduous,11.0,0.0,observed,observed
26656142,St Matthias Park Green Space,359622.31,173286.72,359622.31,173286.72,359622.31,173286.72,Sorbus aucuparia Fastigiata,Rowan,Fastigiate rowan,Sorbus aucuparia Fastigiata,4.0,9.0,0.2,Not Applicable,60.05,500,PK00067457,St Matthias Park Green Space,200011.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359622.31,173286.72,N,RY45,359622.31,173286.72,359622.31,173286.72,,SOA3,Sorbus aucuparia Fastigiata,,Rowan,Fastigiate rowan,9 Metres,4 Metres,20.1 - 100 M2 (New),20 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067457,,,N,,TR,,,,Sorbus aucuparia Fastigiata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,20.0,9.0,deciduous,9.0,0.0,observed,observed
26656143,St Matthias Park Green Space,359621.42,173292.39,359621.42,173292.39,359621.42,173292.39,Taxus baccata,Yew,Yew,Taxus baccata,9.0,5.0,0.28,Not Applicable,60.05,500,PK00067458,St Matthias Park Green Space,200012.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359621.42,173292.39,N,RY45,359621.42,173292.39,359621.42,173292.39,,TABA,Taxus baccata,,Yew,Yew,5 Metres,9 Metres,20.1 - 100 M2 (New),28 Centimetres,Risk Zone D (5),,No Code Allocated,PK00067458,,,N,,TR,,,,Taxus baccata,Risk Zone D (5),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,28.0,5.0,evergreen,5.0,0.0,observed,observed
26656144,St Matthias Park Green Space,359623.44,173296.86,359623.44,173296.86,359623.44,173296.86,Sorbus hupehensis,Rowan,Hupeh rowan,Sorbus hupehensis,12.0,12.0,0.28,Not Applicable,60.05,500,PK00067459,St Matthias Park Green Space,200013.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359623.44,173296.86,N,RY06,359623.44,173296.86,359623.44,173296.86,,SOHU,Sorbus hupehensis,,Rowan,Hupeh rowan,12 Metres,12 Metres,20.1 - 100 M2 (New),28 Centimetres,Risk Zone D (5),,No Code Allocated,PK00067459,,,N,,TR,,,,Sorbus hupehensis,Risk Zone D (5),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,28.0,12.0,deciduous,12.0,0.0,observed,observed
26656145,St Matthias Park Green Space,359625.31,173302.14,359625.31,173302.14,359625.31,173302.14,Crataegus x persimilis Prunifo,Hawthorn,Broad-leaved cockspur thorn,Crataegus x persimilis Prunifo,8.0,5.0,0.15,Not Applicable,60.05,500,PK00067460,St Matthias Park Green Space,200014.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359625.31,173302.14,N,RY06,359625.31,173302.14,359625.31,173302.14,,CRXP,Crataegus x persimilis Prunifo,,Hawthorn,Broad-leaved cockspur thorn,5 Metres,8 Metres,20.1 - 100 M2 (New),15 Centimetres,Risk Zone D (5),,No Code Allocated,PK00067460,,,N,,TR,,,,Crataegus x persimilis Prunifo,Risk Zone D (5),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,15.0,5.0,deciduous,5.0,0.0,observed,observed
26656146,St Matthias Park Green Space,359627.0,173305.16,359627.0,173305.16,359627.0,173305.16,Taxus baccata,Yew,Yew,Taxus baccata,12.0,7.0,0.17,Not Applicable,60.05,500,PK00067461,St Matthias Park Green Space,200015.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359627.0,173305.16,N,RY06,359627.0,173305.16,359627.0,173305.16,,TABA,Taxus baccata,,Yew,Yew,7 Metres,12 Metres,20.1 - 100 M2 (New),17 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067461,,,N,,TR,,,,Taxus baccata,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,17.0,7.0,evergreen,7.0,0.0,observed,observed
26656147,St Matthias Park Green Space,359625.0,173305.57,359625.0,173305.57,359625.0,173305.57,Crataegus monogyna,Hawthorn,Common hawthorn,Crataegus monogyna,8.0,5.0,0.18,Not Applicable,60.05,500,PK00067462,St Matthias Park Green Space,200016.0,,,PK: Tree - Parks and Green Spa,1,Number,STMAPACP,TR,359625.0,173305.57,N,RY45,359625.0,173305.57,359625.0,173305.57,,CRMO,Crataegus monogyna,,Hawthorn,Common hawthorn,5 Metres,8 Metres,20.1 - 100 M2 (New),18 Centimetres,Risk Zone C (4),,No Code Allocated,PK00067462,,,N,,TR,,,,Crataegus monogyna,Risk Zone C (4),Not Applicable,No Code Allocated,,Not Applicable,Not Applicable,,,Not Applicable,Not Applicable,Not Applicable,,Not Applicable,,Not Applicable,PARKS_EDIT,2026/03/10 05:14:23+00,PARKS_EDIT,2026/03/10 05:14:23+00,18.0,5.0,deciduous,5.0,0.0,observed,observed
